"filename"	"speaker"	"exp"	"rep"	"context_nr"	"context"	"block"	"trial"	"condition"	"name1"	"name2"	"item2"	"L1"	"L1t"	"H1"	"H1t"	"rise1"	"f0n1"	"slopen1"	"L2"	"L2t"	"H2"	"H2t"	"rise2"	"f0n2"	"slopen2"	"s4dur"	"s4reln1"	"s4glott"	"s8dur"	"s8reln2"	"s8glott"	"p1dur"	"p1relutt"	"p2dur"	"p3dur"	"p3relutt"	"p4dur"	"c1dur"	"c2dur"	"utt_dur.ms."	"hes"	"comments"	"p3_p1relutt"	"C2vsC1"	"C3vsC1"	"C4vsC1"	"C5vsC1"
"01_C01_b1_t01_r1_mimmi_nob"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t01"	"nob"	"leni_"	"mimmi"	"01_C01_b1_t01_r1mimmi"	"220.35"	"0.39"	"315.25"	"0.84"	"6.2"	"rise"	"13.818"	"218.94"	"1.32"	"311.03"	"1.67"	"6.08"	"rise"	"17.033"	"140.62"	"23.25"	"0"	"260.1"	"46.206"	"0"	0	"0"	"0"	94.11	"3.97"	"0"	"291.2"	"203.98"	2370.71	"0"	NA	3.96969684187438	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t02_r1_lilli_nob"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t02"	"nob"	"moni_"	"lilli"	"01_C01_b1_t02_r1lilli"	"229.36"	"0.4"	"514.39"	"1.02"	"13.98"	"rise"	"22.774"	"194.07"	"1.35"	"336.26"	"1.79"	"9.52"	"rise"	"22.009"	"239.49"	"32.278"	"0"	"240.93"	"43.122"	"0"	0	"0"	"0"	97.73	"3.885"	"0"	"251.72"	"190.1"	2515.67	"0"	" name1 versprecher boni"	3.8848497616937	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t03_r1_nelli_bra"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t03"	"bra"	"mimmi"	"nelli"	"01_C01_b1_t03_r1nelli"	"187.79"	"0.46"	"365.48"	"0.88"	"11.53"	"rise"	"26.978"	"137.3"	"1.65"	"254.91"	"1.29"	"10.71"	"fall"	"-29.699"	"242.04"	"39.342"	"0"	"196.66"	"36.731"	"0"	182.77	"6.465"	"0"	470.01	"16.624"	"0"	"156.72"	"371.9"	2827.21	"0"	NA	10.1598395591413	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t04_r1_manni_nob"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t04"	"nob"	"lilli"	"manni"	"01_C01_b1_t04_r1manni"	"241.3"	"0.37"	"313.72"	"0.77"	"4.54"	"rise"	"11.332"	"220.42"	"1.32"	"254.18"	"1.53"	"2.47"	"rise"	"11.901"	"214.78"	"39.519"	"0"	"231.74"	"44.293"	"0"	57.85	"2.733"	"0"	90.42	"4.271"	"0"	"234.51"	"144.07"	2117.1	"0"	NA	1.53842520428889	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t05_r1_mimmi_bra"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t05"	"bra"	"leni_"	"mimmi"	"01_C01_b1_t05_r1mimmi"	"196.75"	"0.43"	"442.9"	"1.15"	"14.05"	"rise"	"19.559"	"191.49"	"1.65"	"320.61"	"2.07"	"8.92"	"rise"	"21.368"	"303.2"	"33.613"	"0"	"227.39"	"39.254"	"0"	149.47	"4.448"	"0"	525.47	"15.637"	"0"	"218.08"	"236.56"	3360.43	"0"	NA	11.1890442592168	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t06_r1_moni_bra"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t06"	"bra"	"nelli"	"moni_"	"01_C01_b1_t06_r1moni_"	"192.81"	"0.41"	"316.03"	"0.76"	"8.55"	"rise"	"24.27"	"132.31"	"1.7"	"188.69"	"1.39"	"6.15"	"fall"	"-19.852"	"237.2"	"44.183"	"0"	"210.76"	"33.01"	"0"	75.53	"3.099"	"0"	309.12	"12.684"	"0"	"211.56"	"186.83"	2437.03	"0"	NA	9.58502767713159	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t07_r1_leni_nob"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t07"	"nob"	"manni"	"leni_"	"01_C01_b1_t07_r1leni_"	"208.06"	"0.42"	"382.31"	"0.84"	"10.53"	"rise"	"24.866"	"197.08"	"1.4"	"316.45"	"1.71"	"8.2"	"rise"	"26.563"	"239.24"	"40.827"	"0"	"208.14"	"34.476"	"0"	167.33	"7.217"	"0"	98.02	"4.227"	"0"	"211.83"	"128.82"	2318.67	"0"	NA	-2.98921364402869	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t08_r1_lilli_bra"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t08"	"bra"	"moni_"	"lilli"	"01_C01_b1_t08_r1lilli"	"188.04"	"0.4"	"248.31"	"0.7"	"4.81"	"rise"	"16.098"	"174.52"	"1.26"	"429.93"	"1.62"	"15.61"	"rise"	"43.616"	"115.73"	"19.6"	"0"	"225.07"	"40.725"	"0"	0	"0"	"0"	593.74	"21.093"	"0"	"214.4"	"176.61"	2814.81	"0"	NA	21.0934308177106	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t09_r1_nelli_nob"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t09"	"nob"	"mimmi"	"nelli"	"01_C01_b1_t09_r1nelli"	"244.65"	"0.33"	"277.74"	"0.65"	"2.2"	"rise"	"7.036"	"226.54"	"1.26"	"253.85"	"1.43"	"1.97"	"rise"	"11.915"	"243.48"	"45.538"	"0"	"226.47"	"43.452"	"0"	0	"0"	"0"	68.62	"3.345"	"0"	"260.38"	"162.97"	2051.54	"0"	NA	3.34480439084785	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t10_r1_leni_bra"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t10"	"bra"	"manni"	"leni_"	"01_C01_b1_t10_r1leni_"	"192.47"	"0.63"	"380.58"	"1.03"	"11.8"	"rise"	"29.74"	"189.47"	"1.5"	"394.5"	"2.02"	"12.7"	"rise"	"24.616"	"225.91"	"29.395"	"0"	"255.19"	"34.882"	"0"	0	"0"	"0"	385.16	"12.808"	"0"	"268.15"	"0"	3007.23	"0"	NA	12.8077998689824	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t11_r1_moni_nob"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t11"	"nob"	"nelli"	"moni_"	"01_C01_b1_t11_r1moni_"	"208.53"	"0.39"	"334.79"	"0.8"	"8.2"	"rise"	"20.072"	"188.33"	"1.13"	"256.84"	"1.46"	"5.37"	"rise"	"16.388"	"175.46"	"32.337"	"0"	"124.77"	"25.657"	"0"	0	"0"	"0"	0	"0"	"0"	"226.89"	"242.02"	1947.72	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t12_r1_manni_bra"	"1"	"1b"	"r1"	"C01"	"young"	"b1"	"t12"	"bra"	"lilli"	"manni"	"01_C01_b1_t12_r1manni"	"212.25"	"0.38"	"295.75"	"0.7"	"5.74"	"rise"	"17.956"	"168.86"	"1.14"	"372.91"	"1.47"	"13.72"	"rise"	"41.59"	"176.93"	"37.094"	"0"	"203.05"	"41.346"	"0"	38.72	"1.626"	"0"	519.98	"21.837"	"0"	"212.24"	"147.83"	2381.22	"0"	NA	20.2106483231285	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t13_r2_mimmi_nob"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t13"	"nob"	"leni_"	"mimmi"	"01_C01_b1_t13_r2mimmi"	"234.3"	"0.46"	"264.58"	"0.71"	"2.1"	"rise"	"8.468"	"199.37"	"1.17"	"243.68"	"1.47"	"3.47"	"rise"	"11.633"	"142.35"	"22.808"	"0"	"247.53"	"45.406"	"0"	0	"0"	"0"	150.73	"6.37"	"0"	"217.61"	"191.18"	2366.3	"0"	NA	6.36986011917339	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t14_r2_lilli_bra"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t14"	"bra"	"moni_"	"lilli"	"01_C01_b1_t14_r2lilli"	"207.16"	"0.45"	"282.63"	"0.84"	"5.38"	"rise"	"14.059"	"196.06"	"1.31"	"417.97"	"1.67"	"13.11"	"rise"	"36.448"	"164.41"	"25.227"	"0"	"0"	"45.162"	"0"	0	"0"	"0"	371.81	"14.271"	"0"	"234.8"	"186.52"	2605.29	"0"	NA	14.271347911365	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t15_r2_nelli_nob"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t15"	"nob"	"mimmi"	"nelli"	"01_C01_b1_t15_r2nelli"	"232.05"	"0.33"	"260.92"	"0.64"	"2.03"	"rise"	"6.655"	"216.52"	"1.32"	"261"	"1.11"	"3.23"	"fall"	"-14.965"	"223.6"	"43.353"	"0"	"231.19"	"42.92"	"0"	52.33	"2.556"	"0"	98.28	"4.801"	"0"	"174.79"	"142.39"	2047.15	"0"	NA	2.24458393376157	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t16_r2_manni_bra"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t16"	"bra"	"lilli"	"manni"	"01_C01_b1_t16_r2manni"	"232.25"	"0.32"	"288.68"	"0.59"	"3.77"	"rise"	"14.231"	"178.66"	"0.99"	"497.15"	"1.4"	"17.72"	"rise"	"43.842"	"152.57"	"36.243"	"0"	"203.26"	"38.495"	"0"	26.76	"1.158"	"0"	500.79	"21.673"	"0"	"152.07"	"175.89"	2310.64	"0"	NA	20.5150953848284	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t17_r2_moni_nob"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t17"	"nob"	"nelli"	"moni_"	"01_C01_b1_t17_r2moni_"	"225.75"	"0.48"	"264.57"	"0.68"	"2.75"	"rise"	"13.761"	"198.24"	"0.99"	"255.65"	"1.47"	"4.4"	"rise"	"9.305"	"195.01"	"41.572"	"0"	"179.63"	"34.089"	"0"	28.42	"1.446"	"0"	157.02	"7.988"	"0"	"171.58"	"148.6"	1965.68	"0"	NA	6.5422652720687	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t18_r2_leni_bra"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t18"	"bra"	"manni"	"leni_"	"01_C01_b1_t18_r2leni_"	"104.03"	"0.39"	"118.21"	"0.66"	"2.21"	"rise"	"8.323"	"188.89"	"1.05"	"515.42"	"1.49"	"17.38"	"rise"	"39.357"	"139.1"	"32.632"	"0"	"196.86"	"34.068"	"0"	0	"0"	"0"	0	"0"	"0"	"206.14"	"221.06"	2566.54	"0"	" name1 glott s1"	0	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t19_r2_nelli_bra"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t19"	"bra"	"mimmi"	"nelli"	"01_C01_b1_t19_r2nelli"	"249.93"	"0.37"	"304.35"	"0.67"	"3.41"	"rise"	"11.18"	"192.13"	"0.98"	"368.82"	"1.44"	"11.29"	"rise"	"24.571"	"172.24"	"40.45"	"0"	"243.54"	"45.666"	"0"	49.23	"2.044"	"0"	566.92	"23.534"	"0"	"153.81"	"185.97"	2408.95	"0"	NA	21.4902758463231	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t21_r2_mimmi_bra"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t21"	"bra"	"leni_"	"mimmi"	"01_C01_b1_t21_r2mimmi"	"228.02"	"0.37"	"316.6"	"0.75"	"5.68"	"rise"	"14.954"	"161.97"	"1.09"	"487.49"	"1.48"	"19.08"	"rise"	"49.742"	"124.36"	"22.797"	"0"	"191.82"	"41.586"	"0"	0	"0"	"0"	592.18	"21.884"	"0"	"225.6"	"258.24"	2705.94	"0"	NA	21.8844468096114	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t22_r2_lilli_nob"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t22"	"nob"	"moni_"	"lilli"	"01_C01_b1_t22_r2lilli"	"260.28"	"0.69"	"276.01"	"0.44"	"1.02"	"fall"	"-4.18"	"243.71"	"1.49"	"269.78"	"1.25"	"1.76"	"fall"	"-7.421"	"166.69"	"38.582"	"0"	"217.49"	"44.747"	"0"	45.99	"2.24"	"0"	64.24	"3.129"	"0"	"305.53"	"241.54"	2052.98	"0"	" hes name3 versprecher mane"	0.888951670254946	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t23_r2_leni_nob"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t23"	"nob"	"manni"	"leni_"	"01_C01_b1_t23_r2leni_"	"217.76"	"0.49"	"403.12"	"0.82"	"10.66"	"rise"	"31.904"	"204.81"	"1.44"	"358.05"	"1.73"	"9.67"	"rise"	"33.295"	"218.11"	"39.383"	"0"	"154.74"	"31.113"	"0"	194.89	"8.112"	"0"	276.12	"11.493"	"0"	"209.83"	"225.96"	2402.55	"0"	NA	3.38099103036357	-0.2	-0.2	-0.2	0.8
"01_C01_b1_t24_r2_moni_bra"	"1"	"1b"	"r2"	"C01"	"young"	"b1"	"t24"	"bra"	"nelli"	"moni_"	"01_C01_b1_t24_r2moni_"	"230.18"	"0.4"	"239.5"	"0.59"	"0.69"	"rise"	"3.658"	"176.72"	"0.94"	"534.71"	"1.32"	"19.17"	"rise"	"49.606"	"144.01"	"35.26"	"0"	"194.97"	"36.895"	"0"	0	"0"	"0"	637.81	"26.772"	"0"	"129.32"	"224.13"	2382.44	"0"	NA	26.7712932959487	-0.2	-0.2	-0.2	0.8
"01_C02_b2_t01_r1_leni_nob"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t01"	"nob"	"manni"	"leni_"	"01_C02_b2_t01_r1leni_"	"200.67"	"0.48"	"302.56"	"0.72"	"7.11"	"rise"	"29.901"	"186.47"	"1.02"	"281.63"	"1.41"	"7.14"	"rise"	"18.321"	"134.77"	"29.03"	"0"	"115.97"	"24.124"	"0"	0	"0"	"0"	0	"0"	"0"	"195.74"	"162.05"	1870.3	"0"	NA	0	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t02_r1_lilli_nob"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t02"	"nob"	"moni_"	"lilli"	"01_C02_b2_t02_r1lilli"	"213.72"	"0.44"	"301.36"	"0.75"	"5.95"	"rise"	"19.211"	"217.1"	"1.42"	"279.81"	"1.74"	"4.39"	"rise"	"14.089"	"334.05"	"44.095"	"0"	"273.74"	"45.014"	"0"	91.62	"3.588"	"0"	136.17	"5.332"	"0"	"205.25"	"179.19"	2553.8	"0"	NA	1.74445923721513	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t03_r1_mimmi_bra"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t03"	"bra"	"leni_"	"mimmi"	"01_C02_b2_t03_r1mimmi"	"203.89"	"0.49"	"274.48"	"0.71"	"5.15"	"rise"	"24.046"	"194.33"	"1.2"	"503.11"	"1.52"	"16.47"	"rise"	"50.773"	"107.93"	"19.735"	"0"	"229.11"	"43.784"	"0"	0	"0"	"0"	391.09	"16.241"	"0"	"191.9"	"157.96"	2408.04	"0"	NA	16.24100928556	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t04_r1_manni_nob"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t04"	"nob"	"lilli"	"manni"	"01_C02_b2_t04_r1manni"	"231.92"	"0.34"	"295.99"	"0.72"	"4.22"	"rise"	"11.12"	"194.8"	"1.27"	"275.29"	"1.52"	"5.99"	"rise"	"23.78"	"199.2"	"37.772"	"0"	"230.46"	"39.94"	"0"	0	"0"	"0"	90.86	"4.202"	"0"	"284.6"	"208.5"	2162.45	"0"	NA	4.20171564660455	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t05_r1_nelli_bra"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t05"	"bra"	"mimmi"	"nelli"	"01_C02_b2_t05_r1nelli"	"210.36"	"0.61"	"224.39"	"0.45"	"1.12"	"fall"	"-6.732"	"181.54"	"1.06"	"536.58"	"1.44"	"18.76"	"rise"	"49.882"	"113.1"	"29.71"	"0"	"300.13"	"50.627"	"0"	0	"0"	"0"	558.6	"23.195"	"0"	"207.31"	"148.49"	2408.27	"0"	" name2 s1glott"	23.195073642075	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t06_r1_leni_bra"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t06"	"bra"	"manni"	"leni_"	"01_C02_b2_t06_r1leni_"	"204.19"	"0.37"	"236.29"	"0.57"	"2.53"	"rise"	"12.379"	"183.33"	"0.97"	"493.74"	"1.44"	"17.15"	"rise"	"36.321"	"123.27"	"32.406"	"0"	"210.98"	"36.27"	"0"	0	"0"	"0"	473.92	"19.203"	"0"	"197.09"	"340.19"	2467.88	"0"	NA	19.2035269137884	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t07_r1_moni_nob"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t07"	"nob"	"nelli"	"moni_"	"01_C02_b2_t07_r1moni_"	"219.44"	"0.35"	"283.18"	"0.73"	"4.41"	"rise"	"11.773"	"216.26"	"1.24"	"266.59"	"1.49"	"3.62"	"rise"	"14.367"	"172.73"	"34.863"	"0"	"155.87"	"26.79"	"0"	0	"0"	"0"	0	"0"	"0"	"304.2"	"413.3"	2426.97	"0"	NA	0	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t08_r1_manni_bra"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t08"	"bra"	"lilli"	"manni"	"01_C02_b2_t08_r1manni"	"232.19"	"0.41"	"267.57"	"0.55"	"2.46"	"rise"	"17.308"	"163.51"	"1"	"529.86"	"1.46"	"20.36"	"rise"	"44.291"	"114.85"	"28.982"	"0"	"305.03"	"42.633"	"0"	0	"0"	"0"	632.51	"22.561"	"0"	"161.98"	"373.2"	2803.56	"0"	NA	22.5609582102755	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t09_r1_nelli_nob"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t09"	"nob"	"mimmi"	"nelli"	"01_C02_b2_t09_r1nelli"	"260.03"	"0.35"	"305.96"	"0.6"	"2.82"	"rise"	"11.161"	"203.61"	"1.05"	"264.1"	"1.37"	"4.5"	"rise"	"14.3"	"254.51"	"48.603"	"0"	"216.66"	"43.145"	"0"	43.74	"2.264"	"0"	55.29	"2.862"	"0"	"157.32"	"201.4"	1931.73	"0"	NA	0.597909645757947	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t10_r1_lilli_bra"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t10"	"bra"	"moni_"	"lilli"	"01_C02_b2_t10_r1lilli"	"223.51"	"0.36"	"252.64"	"0.6"	"2.12"	"rise"	"8.663"	"237.33"	"1.04"	"513.23"	"1.56"	"13.35"	"rise"	"25.529"	"133.55"	"28.103"	"0"	"292.83"	"48.843"	"0"	0	"0"	"0"	523.22	"18.981"	"0"	"225.07"	"410.47"	2756.58	"0"	NA	18.9807660216645	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t11_r1_mimmi_nob"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t11"	"nob"	"leni_"	"mimmi"	"01_C02_b2_t11_r1mimmi"	"259.12"	"0.35"	"294.98"	"0.58"	"2.24"	"rise"	"9.68"	"216.61"	"1.07"	"285.1"	"1.35"	"4.76"	"rise"	"17.426"	"155.85"	"37.758"	"0"	"193.19"	"36.947"	"0"	0	"0"	"0"	124.11	"5.852"	"0"	"284.42"	"273.06"	2120.95	"0"	NA	5.85162309342512	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t12_r1_moni_bra"	"1"	"1b"	"r1"	"C02"	"child"	"b2"	"t12"	"bra"	"nelli"	"moni_"	"01_C02_b2_t12_r1moni_"	"222.65"	"0.37"	"249.78"	"0.67"	"1.99"	"rise"	"6.62"	"196.01"	"1.22"	"512.12"	"1.76"	"16.63"	"rise"	"30.864"	"146.79"	"30.262"	"0"	"262.61"	"35.023"	"0"	0	"0"	"0"	463.74	"15.162"	"0"	"247.15"	"464.83"	3058.6	"0"	NA	15.1618387497548	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t13_r2_leni_bra"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t13"	"bra"	"manni"	"leni_"	"01_C02_b2_t13_r2leni_"	"207.85"	"0.46"	"240.31"	"0.56"	"2.51"	"rise"	"25.115"	"238.37"	"0.94"	"422.53"	"1.57"	"9.91"	"rise"	"15.612"	"127.5"	"31.992"	"0"	"255.18"	"36.782"	"0"	0	"0"	"0"	412.17	"15.406"	"0"	"209.78"	"470"	2675.4	"0"	NA	15.4059206100022	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t14_r2_nelli_nob"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t14"	"nob"	"mimmi"	"nelli"	"01_C02_b2_t14_r2nelli"	"227.19"	"0.36"	"286.64"	"0.64"	"4.02"	"rise"	"14.513"	"204.74"	"1.1"	"259.72"	"1.43"	"4.12"	"rise"	"12.765"	"148.33"	"32.069"	"0"	"215.17"	"39.725"	"0"	0	"0"	"0"	52.78	"2.244"	"0"	"298.8"	"441.12"	2352.44	"0"	NA	2.24362789274115	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t15_r2_lilli_bra"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t15"	"bra"	"moni_"	"lilli"	"01_C02_b2_t15_r2lilli"	"205.89"	"0.71"	"251.41"	"0.49"	"3.46"	"fall"	"-16.311"	"143.17"	"1.05"	"569.01"	"1.49"	"23.89"	"rise"	"54.101"	"135.23"	"29.622"	"0"	"293.59"	"50.572"	"0"	0	"0"	"0"	517.08	"18.096"	"0"	"241.4"	"486.87"	2857.43	"0"	NA	18.0959813538739	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t16_r2_leni_nob"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t16"	"nob"	"manni"	"leni_"	"01_C02_b2_t16_r2leni_"	"231.2"	"0.39"	"258"	"0.62"	"1.9"	"rise"	"8.528"	"188.49"	"1.04"	"255.77"	"1.22"	"5.28"	"rise"	"29.903"	"148.75"	"34.734"	"0"	"176.54"	"32.63"	"0"	0	"0"	"0"	46.61	"2.253"	"0"	"270.91"	"298.74"	2069.1	"0"	NA	2.25267024310086	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t17_r2_moni_bra"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t17"	"bra"	"nelli"	"moni_"	"01_C02_b2_t17_r2moni_"	"215.82"	"0.49"	"258.94"	"0.63"	"3.15"	"rise"	"21.07"	"202.78"	"1.14"	"526.49"	"1.59"	"16.52"	"rise"	"36.992"	"132.19"	"30.811"	"0"	"246.06"	"36.652"	"0"	0	"0"	"0"	421.51	"15.561"	"0"	"218.27"	"478.6"	2708.71	"0"	NA	15.561281938635	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t18_r2_mimmi_bra"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t18"	"bra"	"leni_"	"mimmi"	"01_C02_b2_t18_r2mimmi"	"224.49"	"0.41"	"264.25"	"0.62"	"2.82"	"rise"	"13.054"	"225.54"	"1.04"	"567.84"	"1.4"	"15.99"	"rise"	"44.234"	"97.71"	"22.518"	"0"	"205.78"	"43.413"	"0"	0	"0"	"0"	514.88	"20.38"	"0"	"220.23"	"329.93"	2526.4	"0"	NA	20.3799873337555	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t19_r2_manni_nob"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t19"	"nob"	"lilli"	"manni"	"01_C02_b2_t19_r2manni"	"116.13"	"0.35"	"142.26"	"0.54"	"3.51"	"rise"	"18.359"	"191.22"	"1.1"	"238.8"	"1.33"	"3.85"	"rise"	"16.757"	"180.64"	"37.732"	"0"	"195.49"	"39.157"	"0"	0	"0"	"0"	62.9	"3.259"	"0"	"211.25"	"189.35"	1930.35	"0"	NA	3.25847644209599	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t20_r2_nelli_bra"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t20"	"bra"	"mimmi"	"nelli"	"01_C02_b2_t20_r2nelli"	"229.95"	"0.59"	"247.31"	"0.5"	"1.26"	"fall"	"-13.481"	"217.22"	"1.07"	"539.73"	"1.41"	"15.76"	"rise"	"46.832"	"109.88"	"31.039"	"0"	"261.79"	"46.252"	"0"	0	"0"	"0"	489.02	"19.642"	"0"	"226.49"	"395.55"	2489.68	"0"	NA	19.6418816876064	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t21_r2_lilli_nob"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t21"	"nob"	"moni_"	"lilli"	"01_C02_b2_t21_r2lilli"	"243.98"	"0.34"	"281.9"	"0.6"	"2.5"	"rise"	"9.844"	"217.16"	"1.01"	"270.4"	"1.32"	"3.8"	"rise"	"12.289"	"131.62"	"28.663"	"0"	"137.15"	"31.342"	"0"	0	"0"	"0"	0	"0"	"0"	"228.69"	"254.64"	1846.06	"0"	NA	0	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t22_r2_mimmi_nob"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t22"	"nob"	"leni_"	"mimmi"	"01_C02_b2_t22_r2mimmi"	"226.31"	"0.33"	"279.93"	"0.7"	"3.68"	"rise"	"9.937"	"211.2"	"1.12"	"262.64"	"1.33"	"3.77"	"rise"	"18.336"	"215.66"	"36.85"	"0"	"202.31"	"42.744"	"0"	32.27	"1.529"	"0"	45.18	"2.141"	"0"	"169.89"	"218.21"	2109.99	"0"	NA	0.611851241001142	-0.2	-0.2	-0.2	-0.2
"01_C02_b2_t23_r2_manni_bra"	"1"	"1b"	"r2"	"C02"	"child"	"b2"	"t23"	"bra"	"lilli"	"manni"	"01_C02_b2_t23_r2manni"	"201.69"	"0.64"	"239.01"	"0.47"	"2.94"	"fall"	"-16.911"	"97.06"	"0.89"	"513.17"	"1.37"	"28.83"	"rise"	"59.725"	"118.82"	"30.22"	"0"	"272.83"	"48.557"	"0"	0	"0"	"0"	619.93	"23.606"	"0"	"170.6"	"390.1"	2626.13	"0"	" name2 glott s1"	23.6062190371383	-0.2	-0.2	-0.2	-0.2
"01_C03_b4_t01_r1_moni_nob"	"1"	"1b"	"r1"	"C03"	"elder"	"b4"	"t01"	"nob"	"nelli"	"moni_"	"01_C03_b4_t01_r1moni_"	"195.55"	"0.38"	"366.91"	"0.99"	"10.89"	"rise"	"17.864"	"214.14"	"1.42"	"277.23"	"1.73"	"4.47"	"rise"	"14.36"	"385.09"	"51.962"	"0"	"178.59"	"30.271"	"0"	58.81	"2.466"	"0"	0	"0"	"0"	"194.91"	"276.41"	2384.98	"0"	NA	-2.4658487702203	0.8	-0.2	-0.2	-0.2
"01_C03_b4_t02_r1_manni_bra"	"1"	"1b"	"r1"	"C03"	"elder"	"b4"	"t02"	"bra"	"lilli"	"manni"	"01_C03_b4_t02_r1manni"	"220.47"	"0.4"	"245.32"	"0.63"	"1.85"	"rise"	"7.871"	"180.93"	"1.16"	"515.65"	"1.47"	"18.13"	"rise"	"57.249"	"116.16"	"27.826"	"0"	"294.07"	"46.786"	"0"	0	"0"	"0"	614.33	"22.51"	"0"	"217.49"	"346.33"	2729.16	"0"	NA	22.5098565126266	0.8	-0.2	-0.2	-0.2
