"filename"	"speaker"	"exp"	"rep"	"context_nr"	"context"	"block"	"trial"	"condition"	"name1"	"name2"	"item2"	"L1"	"L1t"	"H1"	"H1t"	"rise1"	"f0n1"	"slopen1"	"L2"	"L2t"	"H2"	"H2t"	"rise2"	"f0n2"	"slopen2"	"s4dur"	"s4reln1"	"s4glott"	"s8dur"	"s8reln2"	"s8glott"	"p1dur"	"p1relutt"	"p2dur"	"p3dur"	"p3relutt"	"p4dur"	"c1dur"	"c2dur"	"utt_dur.ms."	"hes"	"comments"	"p3_p1relutt"	"C2vsC1"	"C3vsC1"	"C4vsC1"	"C5vsC1"
"05_C04_b3_t13_r2_moni_bra"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t13"	"bra"	"nelli"	"moni_"	"05_C04_b3_t13_r2moni_"	"74.25"	"0.33"	"132.18"	"0.63"	"9.99"	"rise"	"33.565"	"83.08"	"1.05"	"225.39"	"1.55"	"17.28"	"rise"	"34.29"	"150.89"	"33.262"	"0"	"318.15"	"52.144"	"0"	0	"0"	"0"	1123.82	"35.152"	"0"	"253.53"	"211.39"	3197.02	"0"	NA	35.1521104028126	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t14_r2_mimmi_bra"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t14"	"bra"	"leni_"	"mimmi"	"05_C04_b3_t14_r2mimmi"	"124.2"	"0.67"	"141.95"	"0.5"	"2.31"	"fall"	"-14.027"	"82.24"	"1.05"	"228.89"	"1.46"	"17.72"	"rise"	"43.693"	"172.83"	"39.683"	"0"	"280.07"	"56.362"	"0"	0	"0"	"0"	1077.89	"33.346"	"0"	"277.53"	"279.58"	3232.44	"0"	NA	33.3460172501268	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t15_r2_manni_nob"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t15"	"nob"	"lilli"	"manni"	"05_C04_b3_t15_r2manni"	"84.23"	"0.35"	"165.14"	"0.72"	"11.66"	"rise"	"31.047"	"85.08"	"1.1"	"117.92"	"1.45"	"5.65"	"rise"	"15.933"	"208.61"	"41.769"	"0"	"194.21"	"40.631"	"0"	0	"0"	"0"	0	"0"	"0"	"254.19"	"334.76"	2110.64	"0"	NA	0	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t16_r2_nelli_bra"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t16"	"bra"	"mimmi"	"nelli"	"05_C04_b3_t16_r2nelli"	"88.54"	"0.33"	"146.86"	"0.51"	"8.76"	"rise"	"47.61"	"91.18"	"1.07"	"274.12"	"1.41"	"19.06"	"rise"	"55.921"	"174.3"	"42.239"	"0"	"234.5"	"53.262"	"0"	55.7	"1.789"	"0"	1155.9	"37.124"	"0"	"279.77"	"253.01"	3113.64	"0"	NA	35.3348492439717	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t17_r2_lilli_nob"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t17"	"nob"	"moni_"	"lilli"	"05_C04_b3_t17_r2lilli"	"76.32"	"0.34"	"161.81"	"0.59"	"13.01"	"rise"	"52.7"	"87.64"	"1.15"	"128.97"	"1.4"	"6.69"	"rise"	"26.807"	"198.24"	"37.707"	"0"	"197.42"	"44.652"	"0"	0	"0"	"0"	0	"0"	"0"	"292.82"	"310.33"	2234.9	"0"	NA	0	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t18_r2_mimmi_nob"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t18"	"nob"	"leni_"	"mimmi"	"05_C04_b3_t18_r2mimmi"	"73.73"	"0.33"	"162.19"	"0.68"	"13.65"	"rise"	"39.278"	"89.24"	"1.15"	"145.45"	"1.52"	"8.46"	"rise"	"23.226"	"196.03"	"37.327"	"0"	"202.59"	"42.968"	"0"	0	"0"	"0"	0	"0"	"0"	"288.81"	"292.34"	2207.61	"0"	NA	0	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t19_r2_manni_bra"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t19"	"bra"	"lilli"	"manni"	"05_C04_b3_t19_r2manni"	"111.88"	"0.33"	"147.33"	"0.5"	"4.77"	"rise"	"28.034"	"89.54"	"1"	"269"	"1.43"	"19.04"	"rise"	"43.889"	"148.43"	"38.015"	"0"	"295.94"	"54.556"	"0"	0	"0"	"0"	1115.29	"35.652"	"0"	"271.13"	"250.22"	3128.29	"0"	NA	35.6517458419776	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t20_r2_moni_nob"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t20"	"nob"	"nelli"	"moni_"	"05_C04_b3_t20_r2moni_"	"79.02"	"0.34"	"162.18"	"0.68"	"12.45"	"rise"	"36.547"	"81.81"	"1.14"	"137.12"	"1.52"	"8.94"	"rise"	"23.243"	"179.63"	"36.165"	"0"	"173.96"	"33.662"	"0"	0	"0"	"0"	0	"0"	"0"	"302.84"	"259.07"	2138.42	"0"	NA	0	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t21_r2_leni_bra"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t21"	"bra"	"manni"	"leni_"	"05_C04_b3_t21_r2leni_"	"92.53"	"0.33"	"118.21"	"0.47"	"4.24"	"rise"	"29.302"	"89.03"	"0.92"	"224.16"	"1.35"	"15.98"	"rise"	"37.175"	"142.34"	"42.219"	"0"	"253.67"	"51.047"	"0"	0	"0"	"0"	919.22	"33.389"	"0"	"255.19"	"263.83"	2753.02	"0"	NA	33.3895140609222	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t22_r2_nelli_nob"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t22"	"nob"	"mimmi"	"nelli"	"05_C04_b3_t22_r2nelli"	"69.05"	"0.34"	"153.04"	"0.66"	"13.78"	"rise"	"42.015"	"83.6"	"1.15"	"122.84"	"1.56"	"6.66"	"rise"	"16.255"	"184.5"	"36.052"	"0"	"218.71"	"43.207"	"0"	0	"0"	"0"	0	"0"	"0"	"296.93"	"299.82"	2221.2	"0"	NA	0	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t23_r2_lilli_bra"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t23"	"bra"	"moni_"	"lilli"	"05_C04_b3_t23_r2lilli"	"81.96"	"0.34"	"125.66"	"0.55"	"7.4"	"rise"	"35.409"	"91.7"	"1.03"	"200.9"	"1.38"	"13.58"	"rise"	"38.632"	"138.67"	"33.471"	"0"	"311.88"	"57.777"	"0"	0	"0"	"0"	1028.69	"32.009"	"0"	"281.28"	"254.49"	3213.81	"0"	NA	32.008426135957	-0.2	-0.2	0.8	-0.2
"05_C04_b3_t24_r2_leni_nob"	"5"	"1b"	"r2"	"C04"	"nonat"	"b3"	"t24"	"nob"	"manni"	"leni_"	"05_C04_b3_t24_r2leni_"	"63.07"	"0.34"	"163.48"	"0.66"	"16.49"	"rise"	"51.514"	"83.73"	"1.15"	"119.16"	"1.55"	"6.11"	"rise"	"15.144"	"212.6"	"40.016"	"0"	"191.21"	"38.183"	"0"	0	"0"	"0"	0	"0"	"0"	"273.17"	"324.89"	2230.4	"0"	NA	0	-0.2	-0.2	0.8	-0.2
"05_C05_b5_t01_r1_leni_bra"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t01"	"bra"	"manni"	"leni_"	"05_C05_b5_t01_r1leni_"	"83.29"	"0.34"	"142.36"	"0.6"	"9.28"	"rise"	"36.756"	"88.18"	"1.05"	"230.12"	"1.55"	"16.61"	"rise"	"33.02"	"178.88"	"40.094"	"0"	"314.42"	"52.611"	"0"	0	"0"	"0"	991.38	"31.966"	"0"	"262.61"	"269.43"	3101.36	"0"	NA	31.9659762168855	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t02_r1_nelli_bra"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t02"	"bra"	"mimmi"	"nelli"	"05_C05_b5_t02_r1nelli"	"105.38"	"0.34"	"154.56"	"0.5"	"6.63"	"rise"	"40.821"	"90.74"	"0.98"	"282.35"	"1.45"	"19.65"	"rise"	"41.601"	"156.06"	"41.336"	"0"	"282.81"	"51.428"	"0"	0	"0"	"0"	1086.92	"33.91"	"64.4"	"264.8"	"289.46"	3205.3	"0"	NA	33.9100864193679	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t03_r1_manni_nob"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t03"	"nob"	"lilli"	"manni"	"05_C05_b5_t03_r1manni"	"75.89"	"0.34"	"173.62"	"0.66"	"14.33"	"rise"	"44.84"	"81.95"	"1.14"	"132.74"	"1.51"	"8.35"	"rise"	"22.484"	"202.06"	"38.919"	"0"	"199.04"	"40.681"	"0"	0	"0"	"0"	0	"0"	"0"	"288.95"	"325.68"	2263.13	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t04_r1_mimmi_bra"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t04"	"bra"	"leni_"	"mimmi"	"05_C05_b5_t04_r1mimmi"	"82.35"	"0.34"	"154.6"	"0.62"	"10.9"	"rise"	"38.667"	"102.11"	"1.03"	"250.63"	"1.44"	"15.55"	"rise"	"37.804"	"155.72"	"35.329"	"0"	"269.21"	"56.209"	"0"	0	"0"	"0"	1166.71	"35.856"	"0"	"248.12"	"232.09"	3253.89	"0"	NA	35.8558525334292	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t05_r1_lilli_nob"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t05"	"nob"	"moni_"	"lilli"	"05_C05_b5_t05_r1lilli"	"85.22"	"0.35"	"173.96"	"0.73"	"12.35"	"rise"	"31.955"	"83.3"	"1.18"	"142.64"	"1.55"	"9.31"	"rise"	"24.972"	"203.12"	"38.604"	"0"	"294.99"	"56.235"	"0"	0	"0"	"0"	42.14	"1.836"	"0"	"311.97"	"249.53"	2294.76	"0"	NA	1.83635761473967	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t06_r1_leni_nob"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t06"	"nob"	"manni"	"leni_"	"05_C05_b5_t06_r1leni_"	"77.06"	"0.34"	"169.45"	"0.75"	"13.64"	"rise"	"33.48"	"78.12"	"1.16"	"134.16"	"1.54"	"9.36"	"rise"	"24.504"	"199.29"	"39.854"	"0"	"200.26"	"39.452"	"0"	0	"0"	"0"	0	"0"	"0"	"306.9"	"335.19"	2208.85	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t07_r1_moni_bra"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t07"	"bra"	"nelli"	"moni_"	"05_C05_b5_t07_r1moni_"	"82.74"	"0.34"	"136.01"	"0.58"	"8.6"	"rise"	"36.073"	"96.59"	"1.03"	"244.41"	"1.48"	"16.07"	"rise"	"35.435"	"129.58"	"30.362"	"0"	"311.15"	"52.942"	"0"	0	"0"	"0"	1168.03	"34.715"	"0"	"261.38"	"271.95"	3364.61	"0"	NA	34.7151675825727	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t08_r1_mimmi_nob"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t08"	"nob"	"leni_"	"mimmi"	"05_C05_b5_t08_r1mimmi"	"88.52"	"0.33"	"180.49"	"0.66"	"12.33"	"rise"	"37.468"	"90.77"	"1.17"	"137.64"	"1.55"	"7.21"	"rise"	"19.31"	"214.08"	"39.561"	"0"	"237.05"	"50.427"	"0"	0	"0"	"0"	0	"0"	"0"	"303.84"	"335.24"	2277.69	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t09_r1_lilli_bra"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t09"	"bra"	"moni_"	"lilli"	"05_C05_b5_t09_r1lilli"	"86.97"	"0.33"	"155.94"	"0.5"	"10.11"	"rise"	"61.156"	"83.8"	"0.99"	"243.32"	"1.41"	"18.45"	"rise"	"44.414"	"124.5"	"30.986"	"0"	"327.72"	"58.876"	"0"	0	"0"	"0"	1073.92	"32.286"	"0"	"265.9"	"338.4"	3326.25	"0"	NA	32.2862081924089	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t10_r1_nelli_nob"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t10"	"nob"	"mimmi"	"nelli"	"05_C05_b5_t10_r1nelli"	"84.01"	"0.33"	"165.05"	"0.65"	"11.69"	"rise"	"36.861"	"87.41"	"1.1"	"119.92"	"1.41"	"5.47"	"rise"	"17.276"	"187.88"	"39.745"	"0"	"190.98"	"44.044"	"0"	0	"0"	"0"	0	"0"	"0"	"298.34"	"304.43"	2071.58	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t11_r1_manni_bra"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t11"	"bra"	"lilli"	"manni"	"05_C05_b5_t11_r1manni"	"89.4"	"0.35"	"150.04"	"0.52"	"8.97"	"rise"	"50.58"	"86.4"	"1.05"	"296.08"	"1.5"	"21.32"	"rise"	"47.608"	"165.74"	"40.401"	"0"	"284.54"	"52.983"	"0"	0	"0"	"0"	1329.25	"38.57"	"0"	"294.12"	"317.56"	3446.28	"0"	NA	38.5705746486066	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t12_r1_moni_nob"	"5"	"1b"	"r1"	"C05"	"noise"	"b5"	"t12"	"nob"	"nelli"	"moni_"	"05_C05_b5_t12_r1moni_"	"79.79"	"0.34"	"177.35"	"0.75"	"13.83"	"rise"	"33.527"	"81.38"	"1.14"	"126.92"	"1.44"	"7.69"	"rise"	"25.623"	"205.13"	"41.124"	"0"	"205.67"	"39.838"	"0"	0	"0"	"0"	0	"0"	"0"	"305.12"	"287.41"	2140.76	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t13_r2_leni_nob"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t13"	"nob"	"manni"	"leni_"	"05_C05_b5_t13_r2leni_"	"76.09"	"0.35"	"181.08"	"0.79"	"15.01"	"rise"	"33.844"	"79.48"	"1.13"	"140.83"	"1.57"	"9.9"	"rise"	"22.61"	"225.95"	"41.379"	"0"	"183.35"	"34.977"	"0"	0	"0"	"0"	0	"0"	"0"	"245.35"	"326.87"	2208.02	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t14_r2_lilli_bra"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t14"	"bra"	"moni_"	"lilli"	"05_C05_b5_t14_r2lilli"	"87.68"	"0.34"	"167.05"	"0.54"	"11.16"	"rise"	"56.527"	"90.56"	"0.96"	"277.84"	"1.32"	"19.41"	"rise"	"53.914"	"132.97"	"34.772"	"0"	"324.79"	"62.253"	"0"	0	"0"	"0"	1294.98	"38.88"	"0"	"260.73"	"219.54"	3330.67	"0"	NA	38.880465491928	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t15_r2_nelli_nob"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t15"	"nob"	"mimmi"	"nelli"	"05_C05_b5_t15_r2nelli"	"80.5"	"0.34"	"189.3"	"0.67"	"14.8"	"rise"	"45.097"	"93.6"	"1.11"	"140.25"	"1.49"	"7"	"rise"	"18.434"	"196.81"	"39.772"	"0"	"215.81"	"46.921"	"0"	0	"0"	"0"	0	"0"	"0"	"289.62"	"262.14"	2070	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t16_r2_leni_bra"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t16"	"bra"	"manni"	"leni_"	"05_C05_b5_t16_r2leni_"	"76.97"	"0.33"	"148.84"	"0.61"	"11.42"	"rise"	"41.802"	"85.57"	"1.03"	"255.19"	"1.49"	"18.92"	"rise"	"41.339"	"167.75"	"38.044"	"0"	"344.68"	"55.998"	"0"	0	"0"	"0"	1435.89	"39.015"	"0"	"258.23"	"305.67"	3680.39	"0"	NA	39.0146152989221	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t17_r2_moni_nob"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t17"	"nob"	"nelli"	"moni_"	"05_C05_b5_t17_r2moni_"	"84.75"	"0.34"	"182.38"	"0.7"	"13.27"	"rise"	"36.328"	"85.4"	"1.1"	"142.42"	"1.51"	"8.85"	"rise"	"21.612"	"190.27"	"40.754"	"0"	"231.37"	"44.17"	"0"	0	"0"	"0"	0	"0"	"0"	"300.72"	"271.79"	2138.2	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t18_r2_manni_bra"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t18"	"bra"	"lilli"	"manni"	"05_C05_b5_t18_r2manni"	"98.83"	"0.33"	"169.76"	"0.46"	"9.37"	"rise"	"75.716"	"89.86"	"1.02"	"268.98"	"1.47"	"18.98"	"rise"	"42.338"	"191.23"	"44.475"	"0"	"295.79"	"56.346"	"0"	0	"0"	"0"	1115.1	"34.946"	"0"	"257.22"	"276"	3190.89	"0"	NA	34.9463629269577	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t19_r2_mimmi_nob"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t19"	"nob"	"leni_"	"mimmi"	"05_C05_b5_t19_r2mimmi"	"82.44"	"0.35"	"182.95"	"0.67"	"13.8"	"rise"	"43.028"	"88.22"	"1.13"	"140.02"	"1.52"	"8"	"rise"	"20.121"	"188.97"	"36.475"	"0"	"227.29"	"47.094"	"0"	0	"0"	"0"	0	"0"	"0"	"273.77"	"305.18"	2220	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t20_r2_lilli_nob"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t20"	"nob"	"moni_"	"lilli"	"05_C05_b5_t20_r2lilli"	"79.55"	"0.35"	"168.6"	"0.8"	"13"	"rise"	"28.849"	"91.23"	"1.17"	"133"	"1.55"	"6.53"	"rise"	"16.983"	"216.65"	"39.187"	"0"	"251.89"	"51.867"	"0"	0	"0"	"0"	0	"0"	"0"	"279.16"	"286"	2265.24	"0"	NA	0	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t21_r2_nelli_bra"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t21"	"bra"	"mimmi"	"nelli"	"05_C05_b5_t21_r2nelli"	"84.3"	"0.33"	"157.77"	"0.52"	"10.85"	"rise"	"55.48"	"89"	"1.04"	"294.32"	"1.46"	"20.71"	"rise"	"48.51"	"168.43"	"37.586"	"0"	"294.43"	"53.725"	"0"	0	"0"	"0"	1381.15	"40.459"	"0"	"245.38"	"204.14"	3413.71	"0"	NA	40.4589142018508	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t22_r2_manni_nob"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t22"	"nob"	"lilli"	"manni"	"05_C05_b5_t22_r2manni"	"93.35"	"0.36"	"194.97"	"0.64"	"12.75"	"rise"	"45.875"	"88.45"	"1.2"	"125.26"	"1.5"	"6.02"	"rise"	"20.04"	"257.58"	"46.43"	"0"	"229.7"	"47.976"	"0"	39.17	"1.757"	"0"	0	"0"	"0"	"264.18"	"329.1"	2229.62	"0"	NA	-1.7568016074488	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t23_r2_mimmi_bra"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t23"	"bra"	"leni_"	"mimmi"	"05_C05_b5_t23_r2mimmi"	"75.71"	"0.33"	"148.81"	"0.59"	"11.7"	"rise"	"45.677"	"86.85"	"1.11"	"256.77"	"1.53"	"18.77"	"rise"	"44.498"	"165.61"	"34.666"	"0"	"305.89"	"56.658"	"0"	0	"0"	"0"	1353.82	"37.734"	"0"	"297.85"	"267.73"	3587.83	"0"	NA	37.7336718852343	-0.2	0.8	-0.2	-0.2
"05_C05_b5_t24_r2_moni_bra"	"5"	"1b"	"r2"	"C05"	"noise"	"b5"	"t24"	"bra"	"nelli"	"moni_"	"05_C05_b5_t24_r2moni_"	"85.42"	"0.35"	"158.19"	"0.61"	"10.67"	"rise"	"41.947"	"86.76"	"1.07"	"250.2"	"1.61"	"18.34"	"rise"	"34.144"	"152.76"	"31.819"	"0"	"339.95"	"51.446"	"0"	0	"0"	"0"	1548.88	"39.932"	"0"	"255.12"	"231.86"	3878.81	"0"	NA	39.9318347637549	-0.2	0.8	-0.2	-0.2
"06_C01_b1_t01_r1_manni_bra"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t01"	"bra"	"lilli"	"manni"	"06_C01_b1_t01_r1manni"	"212.05"	"0.39"	"259.75"	"0.58"	"3.51"	"rise"	"17.94"	"175.42"	"0.88"	"376.02"	"1.23"	"13.2"	"rise"	"38.268"	"130.72"	"38.841"	"0"	"262.69"	"51.056"	"0"	0	"0"	"0"	215.23	"12.049"	"0"	"149.13"	"110.83"	1786.29	"0"	NA	12.0489954038818	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t02_r1_moni_nob"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t02"	"nob"	"nelli"	"moni_"	"06_C01_b1_t02_r1moni_"	"185.56"	"0.36"	"271.07"	"0.61"	"6.56"	"rise"	"25.659"	"190.37"	"0.89"	"285.97"	"1.2"	"7.04"	"rise"	"22.836"	"134.56"	"35.556"	"0"	"108.65"	"25.704"	"0"	0	"0"	"0"	0	"0"	"0"	"181.81"	"163.07"	1672.05	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t03_r1_leni_bra"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t03"	"bra"	"manni"	"leni_"	"06_C01_b1_t03_r1leni_"	"176.06"	"0.34"	"363.59"	"0.73"	"12.55"	"rise"	"32.5"	"177.74"	"1.02"	"338.69"	"1.4"	"11.16"	"rise"	"28.932"	"278.23"	"54.363"	"0"	"219.55"	"42.759"	"0"	0	"0"	"0"	163.22	"8.209"	"0"	"159.14"	"120.93"	1988.35	"0"	NA	8.20881635526944	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t04_r1_nelli_nob"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t04"	"nob"	"mimmi"	"nelli"	"06_C01_b1_t04_r1nelli"	"207.99"	"0.35"	"284.64"	"0.6"	"5.43"	"rise"	"21.432"	"176.25"	"1.01"	"271.16"	"1.24"	"7.46"	"rise"	"32.668"	"148.65"	"40.086"	"0"	"134.04"	"31.139"	"0"	0	"0"	"0"	0	"0"	"0"	"204.17"	"198.47"	1733.86	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t05_r1_lilli_bra"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t05"	"bra"	"moni_"	"lilli"	"06_C01_b1_t05_r1lilli"	"192.34"	"0.35"	"289.05"	"0.6"	"7.05"	"rise"	"27.703"	"197.93"	"0.9"	"373.5"	"1.28"	"10.99"	"rise"	"28.814"	"86.87"	"23.829"	"0"	"263.19"	"53.437"	"0"	0	"0"	"0"	289.33	"14.347"	"0"	"196.32"	"115.14"	2016.71	"0"	NA	14.3466338739829	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t06_r1_leni_nob"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t06"	"nob"	"manni"	"leni_"	"06_C01_b1_t06_r1leni_"	"182.27"	"0.35"	"279.13"	"0.61"	"7.38"	"rise"	"28.717"	"181.39"	"0.9"	"285.54"	"1.16"	"7.86"	"rise"	"30.056"	"122.16"	"34.374"	"0"	"108.99"	"26.68"	"0"	0	"0"	"0"	0	"0"	"0"	"175.76"	"167.42"	1663.29	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t07_r1_moni_bra"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t07"	"bra"	"nelli"	"moni_"	"06_C01_b1_t07_r1moni_"	"188.13"	"0.35"	"275.24"	"0.58"	"6.59"	"rise"	"27.988"	"193.28"	"0.84"	"340"	"1.31"	"9.78"	"rise"	"20.868"	"101.38"	"30.339"	"0"	"233.63"	"41.213"	"0"	0	"0"	"0"	167.84	"9.014"	"0"	"171.78"	"118.12"	1861.9	"0"	NA	9.01444760728288	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t09_r1_manni_nob"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t09"	"nob"	"lilli"	"manni"	"06_C01_b1_t09_r1manni"	"203.24"	"0.37"	"310.47"	"0.63"	"7.34"	"rise"	"27.977"	"174.97"	"0.99"	"273.03"	"1.22"	"7.7"	"rise"	"33.854"	"176.37"	"42.837"	"0"	"158.59"	"36.146"	"0"	0	"0"	"0"	0	"0"	"0"	"173.96"	"148.28"	1689.64	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t10_r1_nelli_bra"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t10"	"bra"	"mimmi"	"nelli"	"06_C01_b1_t10_r1nelli"	"202.18"	"0.35"	"286.77"	"0.57"	"6.05"	"rise"	"28.382"	"186.49"	"0.97"	"299.55"	"1.3"	"8.2"	"rise"	"25.059"	"138.34"	"37.158"	"0"	"269.15"	"47.831"	"0"	0	"0"	"0"	26.05	"1.448"	"0"	"158.57"	"157.37"	1798.94	"0"	NA	1.44807497748674	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t11_r1_lilli_nob"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t11"	"nob"	"moni_"	"lilli"	"06_C01_b1_t11_r1lilli"	"194.14"	"0.35"	"303.68"	"0.63"	"7.75"	"rise"	"26.895"	"205.89"	"0.97"	"277.83"	"1.19"	"5.19"	"rise"	"23.879"	"138.62"	"31.544"	"0"	"160.12"	"42.244"	"0"	0	"0"	"0"	0	"0"	"0"	"203.65"	"131.48"	1727.17	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t12_r1_mimmi_nob"	"6"	"1b"	"r1"	"C01"	"young"	"b1"	"t12"	"nob"	"leni_"	"mimmi"	"06_C01_b1_t12_r1mimmi"	"188.59"	"0.37"	"306.85"	"0.64"	"8.43"	"rise"	"31.421"	"195.41"	"0.93"	"288.69"	"1.21"	"6.76"	"rise"	"24.175"	"122.4"	"28.109"	"0"	"197.55"	"42.257"	"0"	0	"0"	"0"	0	"0"	"0"	"174.12"	"124.65"	1790.09	"0"	NA	0	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t13_r2_manni_bra"	"6"	"1b"	"r2"	"C01"	"young"	"b1"	"t13"	"bra"	"lilli"	"manni"	"06_C01_b1_t13_r2manni"	"202.4"	"0.34"	"267.86"	"0.52"	"4.85"	"rise"	"27.126"	"172.86"	"0.85"	"359.73"	"1.19"	"12.69"	"rise"	"37.411"	"103.24"	"34.717"	"0"	"262.17"	"49.932"	"0"	0	"0"	"0"	170.33	"9.503"	"0"	"162.09"	"148.24"	1792.36	"0"	NA	9.50311321386329	-0.2	-0.2	-0.2	0.8
"06_C01_b1_t14_r2_nelli_nob"	"6"	"1b"	"r2"	"C01"	"young"	"b1"	"t14"	"nob"	"mimmi"	"nelli"	"06_C01_b1_t14_r2nelli"	"209.96"	"0.34"	"279.28"	"0.57"	"4.94"	"rise"	"21.832"	"190.45"	"0.84"	"263.23"	"1.15"	"5.6"	"rise"	"18.131"	"141.54"	"41.467"	"0"	"134.3"	"31.959"	"0"	0	"0"	"0"	0	"0"	"0"	"164.28"	"209.26"	1629.49	"0"	NA	0	-0.2	-0.2	-0.2	0.8
